RFY-PADD,RFY-PAD-Sub,RFY-PAD-District,RFY_ID,RFY_BPCD,Crude_API,NG_Yield_PAD,GSL_Yield_PAD,DSL_Yield_PAD,RESID_Yield_PAD,WTI_Price,WTI_Diff,WTI_Acq_Cost,Brent_Price,Brent_Diff,BPD_DENS_SPECF,SPECF_RFY_CRCK
PAD-3,PAD-3,PAD-3-2,RFY-094,265000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,4.969804287928519,22.378072490852603
PAD-3,PAD-3,PAD-3-2,RFY-095,265000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,5.439837664147853,22.38119938392685
PAD-3,PAD-3,PAD-3-2,RFY-096,263776,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,5.708203686264847,22.383437734159653
PAD-3,PAD-3,PAD-3-2,RFY-097,225500,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,4.743485664817221,22.37738486208209
PAD-3,PAD-3,PAD-3-2,RFY-098,225000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,4.6795760589066875,22.380550288839572
PAD-3,PAD-3,PAD-3-2,RFY-099,205000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,4.436270758841949,22.383437734159653
PAD-3,PAD-3,PAD-3-2,RFY-100,195000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,4.256765254620331,22.380738730012688
PAD-3,PAD-3,PAD-3-2,RFY-102,146000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,3.1922382604200417,22.379996307366028
PAD-3,PAD-3,PAD-3-2,RFY-103,131000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,2.398757601027173,22.36078871333981
PAD-3,PAD-3,PAD-3-2,RFY-104,112229,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,2.4043359847948014,22.382519420864384
PAD-3,PAD-3,PAD-3-2,RFY-105,89000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,1.7250498599014226,22.380647418905994
PAD-3,PAD-3,PAD-3-2,RFY-107,75000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,1.780142477682003,22.382560410465437
PAD-3,PAD-3,PAD-3-2,RFY-108,73500,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,1.378417415708476,22.378072490852603
PAD-3,PAD-3,PAD-3-2,RFY-109,73000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,1.5262330525338321,22.379833890403418
PAD-3,PAD-3,PAD-3-2,RFY-110,60000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,1.125238706700797,22.378072490852603
PAD-3,PAD-3,PAD-3-2,RFY-111,42500,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,0.7970440839130645,22.378072490852603
PAD-3,PAD-3,PAD-3-2,RFY-112,35000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,0.7531038255693808,22.382510911920463
PAD-3,PAD-3,PAD-3-2,RFY-113,25000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,0.5410086291270668,22.383437734159653
PAD-3,PAD-3,PAD-3-2,RFY-114,20000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,0.41324149746407207,22.384226922594596
PAD-3,PAD-3,PAD-3-2,RFY-115,13000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,0.2671408765492388,22.383627348833826
PAD-4,PAD-4,PAD-4,RFY-116,63000,33.498333333333335,5.858333333333333,47.70000000000001,38.13333333333333,12.45,97.90583333333332,-17.440833333333316,80.465,108.63749999999999,-19.92583333333333,1.2833298151702899,42.900475169857074
PAD-4,PAD-4,PAD-4,RFY-118,39330,33.498333333333335,5.858333333333333,47.70000000000001,38.13333333333333,12.45,97.90583333333332,-17.440833333333316,80.465,108.63749999999999,-19.92583333333333,0.7994847449169651,42.900902641614195
